Title,MovieID,Genres,Rating
"Shop Around the Corner, The (1940)",3097,Comedy|Romance,4.038834951456311
"Closer You Get, The (2000)",3353,Comedy|Romance,4.0
Soft Fruit (1999),3410,Comedy|Drama,4.333333333333333
Life Is Beautiful (La Vita è bella) (1997),2324,Comedy|Drama,4.329861111111111
American Beauty (1999),2858,Comedy|Drama,4.3173862310385065
Cool Hand Luke (1967),1276,Comedy|Drama,4.253763440860215
"Christmas Story, A (1983)",2804,Comedy|Drama,4.238905325443787
Almost Famous (2000),3897,Comedy|Drama,4.22635814889336
Trust (1990),1236,Comedy|Drama,4.188888888888889
Cold Fever (Á köldum klaka) (1994),649,Comedy|Drama,4.1875
"Apartment, The (1960)",909,Comedy|Drama,4.127098321342926
All About My Mother (Todo Sobre Mi Madre) (1999),3083,Comedy|Drama,4.086294416243655
Follow the Bitch (1998),1830,Comedy,5.0
Smashing Time (1967),3233,Comedy,5.0
"General, The (1927)",3022,Comedy,4.368932038834951
Monty Python and the Holy Grail (1974),1136,Comedy,4.335209505941213
"Palm Beach Story, The (1942)",2937,Comedy,4.288461538461538
It Happened One Night (1934),905,Comedy,4.280748663101604
Ed's Next Move (1996),1002,Comedy,4.25
Window to Paris (1994),598,Comedy,4.25
His Girl Friday (1940),951,Comedy,4.249370277078086
Modern Times (1936),3462,Comedy,4.2360655737704915
Heat (1995),6,Action|Crime|Thriller,3.8787234042553194
F/X (1986),3763,Action|Crime|Thriller,3.570613409415121
Ronin (1998),2278,Action|Crime|Thriller,3.5272952853598016
Hackers (1995),170,Action|Crime|Thriller,3.146417445482866
Someone to Watch Over Me (1987),2956,Action|Crime|Thriller,3.1347517730496453
F/X 2 (1992),3764,Action|Crime|Thriller,2.6408163265306124
Fly Away Home (1996),986,Adventure|Children's,3.603448275862069
Swiss Family Robinson (1960),1017,Adventure|Children's,3.5869565217391304
In Search of the Castaways (1962),2056,Adventure|Children's,3.5
"Journey of Natty Gann, The (1985)",2077,Adventure|Children's,3.4935064935064934
Alaska (1996),808,Adventure|Children's,3.395348837209302
Black Beauty (1994),421,Adventure|Children's,3.3617021276595747
Homeward Bound: The Incredible Journey (1993),1015,Adventure|Children's,3.3461538461538463
"Incredible Journey, The (1963)",2057,Adventure|Children's,3.340659340659341
Wild America (1997),1582,Adventure|Children's,3.1666666666666665
"Charlie, the Lonesome Cougar (1967)",3345,Adventure|Children's,3.130434782608696
"Stranger, The (1994)",1434,Action,4.0
Goldfinger (1964),2947,Action,3.971014492753623
From Russia with Love (1963),2948,Action,3.8897535667963683
Dr. No (1962),2949,Action,3.874613003095975
"Taking of Pelham One Two Three, The (1974)",3384,Action,3.800724637681159
"Kid, The (1921)",3310,Action,3.7903225806451615
"Pope of Greenwich Village, The (1984)",2347,Action,3.736842105263158
Thunderball (1965),2993,Action,3.7054455445544554
Coldblooded (1995),394,Action,3.6666666666666665
Shanghai Noon (2000),3624,Action,3.6548672566371683
Clear and Present Danger (1994),349,Action|Adventure|Thriller,3.7261567516525025
"Rock, The (1996)",733,Action|Adventure|Thriller,3.723134328358209
GoldenEye (1995),10,Action|Adventure|Thriller,3.5405405405405403
"Perfect Storm, The (2000)",3755,Action|Adventure|Thriller,3.351431391905232
Con Air (1997),1552,Action|Adventure|Thriller,3.2662473794549265
Surviving the Game (1994),547,Action|Adventure|Thriller,2.879032258064516
Daylight (1996),798,Action|Adventure|Thriller,2.7058823529411766
Firestorm (1998),1744,Action|Adventure|Thriller,2.675324675324675
Chain Reaction (1996),836,Action|Adventure|Thriller,2.654008438818565
Maximum Risk (1996),990,Action|Adventure|Thriller,2.574074074074074
City Lights (1931),3307,Comedy|Drama|Romance,4.387453874538745
Cinema Paradiso (1988),1172,Comedy|Drama|Romance,4.287804878048781
Wings of Desire (Der Himmel über Berlin) (1987),1211,Comedy|Drama|Romance,4.1115702479338845
Manhattan (1979),1244,Comedy|Drama|Romance,4.082172701949861
Say Anything... (1989),2248,Comedy|Drama|Romance,4.017505470459518
Emma (1996),838,Comedy|Drama|Romance,3.8802395209580838
Twelfth Night (1996),892,Comedy|Drama|Romance,3.861842105263158
"American President, The (1995)",11,Comedy|Drama|Romance,3.7938044530493706
Broadcast News (1987),2243,Comedy|Drama|Romance,3.747782002534854
My Son the Fanatic (1998),2697,Comedy|Drama|Romance,3.7291666666666665
Young Frankenstein (1974),1278,Comedy|Horror,4.250628667225482
Ghostbusters (1984),2716,Comedy|Horror,3.9055479138010085
Near Dark (1987),3727,Comedy|Horror,3.7094594594594597
Abbott and Costello Meet Frankenstein (1948),3928,Comedy|Horror,3.441747572815534
Fright Night (1985),2867,Comedy|Horror,3.434640522875817
Bad Taste (1987),1255,Comedy|Horror,3.4074074074074074
Braindead (1992),1241,Comedy|Horror,3.357142857142857
Cemetery Man (Dellamorte Dellamore) (1994),735,Comedy|Horror,3.3564356435643563
"Frighteners, The (1996)",799,Comedy|Horror,3.3491124260355027
"Little Shop of Horrors, The (1960)",2747,Comedy|Horror,3.311797752808989
"Iron Giant, The (1999)",2761,Animation|Children's,4.0474777448071215
Winnie the Pooh and the Blustery Day (1968),1023,Animation|Children's,3.986425339366516
"Secret of NIMH, The (1982)",2139,Animation|Children's,3.850948509485095
Charlotte's Web (1973),2137,Animation|Children's,3.8229376257545273
Pinocchio (1940),596,Animation|Children's,3.751004016064257
Robin Hood (1973),3034,Animation|Children's,3.7434402332361514
Mulan (1998),1907,Animation|Children's,3.742857142857143
Bambi (1942),2018,Animation|Children's,3.738539898132428
Tarzan (1999),2687,Animation|Children's,3.665158371040724
"Sword in the Stone, The (1963)",1025,Animation|Children's,3.6109215017064846
Song of Freedom (1936),3382,Drama,5.0
Schlafes Bruder (Brother of Sleep) (1995),989,Drama,5.0
I Am Cuba (Soy Cuba/Ya Kuba) (1964),3245,Drama,4.8
Lamerica (1994),53,Drama,4.75
"Apple, The (Sib) (1998)",2503,Drama,4.666666666666667
"Shawshank Redemption, The (1994)",318,Drama,4.554557700942973
Dry Cleaning (Nettoyage à sec) (1997),2480,Drama,4.5
"Inheritors, The (Die Siebtelbauern) (1998)",2309,Drama,4.5
Mamma Roma (1962),557,Drama,4.5
"Callejón de los milagros, El (1995)",1795,Drama,4.5
"Mask of Zorro, The (1998)",2006,Action|Adventure|Romance,3.5615462868769074
Cutthroat Island (1995),15,Action|Adventure|Romance,2.458904109589041
North by Northwest (1959),908,Drama|Thriller,4.38403041825095
"Silence of the Lambs, The (1991)",593,Drama|Thriller,4.3518231186966645
Some Folks Call It a Sling Blade (1993),678,Drama|Thriller,4.245098039215686
Sling Blade (1996),1358,Drama|Thriller,4.208156329651657
Taxi Driver (1976),111,Drama|Thriller,4.183870967741935
"Green Mile, The (1999)",3147,Drama|Thriller,4.154664484451718
Outside Ozona (1998),2438,Drama|Thriller,4.0
"Spanish Prisoner, The (1997)",1834,Drama|Thriller,3.9391480730223125
Primal Fear (1996),628,Drama|Thriller,3.8969072164948453
I Can't Sleep (J'ai pas sommeil) (1994),1369,Drama|Thriller,3.8
Skipped Parts (2000),3888,Drama|Romance,4.5
"Graduate, The (1967)",1247,Drama|Romance,4.245836637589215
Children of Paradise (Les enfants du paradis) (1945),2920,Drama|Romance,4.19
"Postino, Il (The Postman) (1994)",58,Drama|Romance,4.093812375249501
Farewell My Concubine (1993),446,Drama|Romance,4.082677165354331
Brief Encounter (1946),2927,Drama|Romance,4.08080808080808
Beautiful Thing (1996),1046,Drama|Romance,4.066666666666666
Sense and Sensibility (1995),17,Drama|Romance,4.027544910179641
Leather Jacket Love Story (1997),1851,Drama|Romance,4.0
"Room with a View, A (1986)",1296,Drama|Romance,3.9964285714285714
"Sixth Sense, The (1999)",2762,Thriller,4.406262708418057
Seven Days in May (1964),3634,Thriller,4.254545454545455
"39 Steps, The (1935)",965,Thriller,4.075098814229249
"Spiral Staircase, The (1946)",3849,Thriller,4.046511627906977
Three Days of the Condor (1975),2819,Thriller,4.040752351097178
Nikita (La Femme Nikita) (1990),1249,Thriller,4.005457025920873
"Innocents, The (1961)",1076,Thriller,4.0
"Ipcress File, The (1965)",2983,Thriller,3.9876543209876543
Repulsion (1965),3075,Thriller,3.9855072463768115
One False Move (1991),3728,Thriller,3.9594594594594597
Get Shorty (1995),21,Action|Comedy|Drama,3.6238938053097347
Faster Pussycat! Kill! Kill! (1965),390,Action|Comedy|Drama,3.542372881355932
Buffalo 66 (1998),1916,Action|Comedy|Drama,3.505649717514124
Fargo (1996),608,Crime|Drama|Thriller,4.254675686430561
Once Upon a Time in America (1984),1227,Crime|Drama|Thriller,3.863070539419087
Amateur (1994),149,Crime|Drama|Thriller,3.7872340425531914
"Thomas Crown Affair, The (1968)",2764,Crime|Drama|Thriller,3.6
Copycat (1995),22,Crime|Drama|Thriller,3.3492063492063493
Kiss the Girls (1997),1620,Crime|Drama|Thriller,3.3367088607594937
Kiss of Death (1995),259,Crime|Drama|Thriller,2.843137254901961
Guilty as Sin (1993),463,Crime|Drama|Thriller,2.74468085106383
Desperate Measures (1998),1598,Crime|Drama|Thriller,2.7117117117117115
"Day the Earth Stood Still, The (1951)",1253,Drama|Sci-Fi,4.141323792486583
Close Encounters of the Third Kind (1977),3471,Drama|Sci-Fi,4.0144727773949
Twelve Monkeys (1995),32,Drama|Sci-Fi,3.945731303772336
Contact (1997),1584,Drama|Sci-Fi,3.768451519536903
Nineteen Eighty-Four (1984),2117,Drama|Sci-Fi,3.7194244604316546
Until the End of the World (Bis ans Ende der Welt) (1991),1306,Drama|Sci-Fi,3.6029411764705883
"Brother from Another Planet, The (1984)",3700,Drama|Sci-Fi,3.5853658536585367
Solaris (Solyaris) (1972),3503,Drama|Sci-Fi,3.4545454545454546
Conceiving Ada (1997),3293,Drama|Sci-Fi,3.4
Powder (1995),24,Drama|Sci-Fi,3.1794871794871793
Persuasion (1995),28,Romance,4.055865921787709
"Affair to Remember, An (1957)",932,Romance,3.9523809523809526
"Autumn Tale, An (Conte d'automne) (1998)",2708,Romance,3.8297872340425534
Trick (1999),2721,Romance,3.764705882352941
Mrs. Dalloway (1997),1684,Romance,3.7241379310344827
Walking and Talking (1996),803,Romance,3.6842105263157894
Dreaming of Joseph Lees (1998),2998,Romance,3.5384615384615383
Shooting Fish (1997),1755,Romance,3.533333333333333
"I Love You, I Love You Not (1996)",1685,Romance,3.5
"Tango Lesson, The (1997)",1669,Romance,3.4594594594594597
"City of Lost Children, The (1995)",29,Adventure|Sci-Fi,4.062034739454094
Fantastic Voyage (1966),3927,Adventure|Sci-Fi,3.5804597701149423
Voyage to the Bottom of the Sea (1961),3926,Adventure|Sci-Fi,3.361111111111111
Barbarella (1968),674,Adventure|Sci-Fi,3.0155440414507773
My Science Project (1985),2615,Adventure|Sci-Fi,3.0105820105820107
Mighty Peking Man (Hsing hsing wang) (1977),2602,Adventure|Sci-Fi,2.8333333333333335
Supernova (2000),3190,Adventure|Sci-Fi,2.1490683229813663
Baby... Secret of the Lost Legend (1985),3401,Adventure|Sci-Fi,2.106194690265487
"Big Blue, The (Le Grand Bleu) (1988)",1216,Adventure|Romance,3.6551724137931036
Golden Earrings (1947),925,Adventure|Romance,3.25
Medicine Man (1992),2822,Adventure|Romance,3.049429657794677
Wings of Courage (1995),33,Adventure|Romance,3.0
Excess Baggage (1997),1605,Adventure|Romance,2.659090909090909
Babe (1995),34,Children's|Comedy|Drama,3.8914905768132497
Wide Awake (1998),1812,Children's|Comedy|Drama,3.477272727272727
Pollyanna (1960),1014,Children's|Comedy|Drama,3.4044117647058822
"Gate of Heavenly Peace, The (1995)",787,Documentary,5.0
Bittersweet Motel (2000),3881,Documentary,5.0
For All Mankind (1989),3338,Documentary,4.444444444444445
Return with Honor (1998),2930,Documentary,4.4
Jupiter's Wife (1994),128,Documentary,4.333333333333333
When We Were Kings (1996),1147,Documentary,4.32129963898917
"Decline of Western Civilization, The (1981)",3679,Documentary,4.274193548387097
"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",363,Documentary,4.258064516129032
"Thin Blue Line, The (1988)",1189,Documentary,4.25278810408922
Stop Making Sense (1984),2859,Documentary,4.2343096234309625
Schindler's List (1993),527,Drama|War,4.510416666666667
Paths of Glory (1957),1178,Drama|War,4.473913043478261
"Bridge on the River Kwai, The (1957)",1250,Drama|War,4.386993603411514
"Grand Illusion (Grande illusion, La) (1937)",3134,Drama|War,4.33939393939394
Henry V (1989),1224,Drama|War,4.286384976525822
Kagemusha (1980),3091,Drama|War,4.283687943262412
Ran (1985),1217,Drama|War,4.26890756302521
Patton (1970),1272,Drama|War,4.266666666666667
"Killing Fields, The (1984)",1299,Drama|War,4.248633879781421
Apocalypse Now (1979),1208,Drama|War,4.243197278911564
"Godfather, The (1972)",858,Action|Crime|Drama,4.524966261808367
"Godfather: Part II, The (1974)",1221,Action|Crime|Drama,4.357565011820331
"Untouchables, The (1987)",2194,Action|Crime|Drama,4.007985803016859
"Limey, The (1999)",2912,Action|Crime|Drama,3.679324894514768
Menace II Society (1993),493,Action|Crime|Drama,3.6073825503355703
"Godfather: Part III, The (1990)",2023,Action|Crime|Drama,3.3449612403100777
Dead Presidents (1995),42,Action|Crime|Drama,2.8687782805429864
Sanjuro (1962),2905,Action|Adventure,4.608695652173913
Raiders of the Lost Ark (1981),1198,Action|Adventure,4.477724741447892
Indiana Jones and the Last Crusade (1989),1291,Action|Adventure,4.133292383292384
"Adventures of Robin Hood, The (1938)",940,Action|Adventure,3.9735449735449735
Highlander (1986),1275,Action|Adventure,3.8461538461538463
Indiana Jones and the Temple of Doom (1984),2115,Action|Adventure,3.676131322094055
"Poseidon Adventure, The (1972)",2013,Action|Adventure,3.454983922829582
Conan the Barbarian (1982),1587,Action|Adventure,3.4213286713286712
"Golden Voyage of Sinbad, The (1974)",3771,Action|Adventure,3.3973509933774833
"Ghost and the Darkness, The (1996)",1049,Action|Adventure,3.328159645232816
"Usual Suspects, The (1995)",50,Crime|Thriller,4.517106001121705
Reservoir Dogs (1992),1089,Crime|Thriller,4.13582208101668
Seven (Se7en) (1995),47,Crime|Thriller,4.106420404573439
Body Heat (1981),2917,Crime|Thriller,4.031746031746032
"Simple Plan, A (1998)",2391,Crime|Thriller,3.751677852348993
"Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996)",2952,Crime|Thriller,3.747311827956989
Purple Noon (1960),659,Crime|Thriller,3.72
"Postman Always Rings Twice, The (1981)",3529,Crime|Thriller,3.470967741935484
Romeo Is Bleeding (1993),521,Crime|Thriller,3.3675213675213675
"Way of the Gun, The (2000)",3896,Crime|Thriller,3.3184357541899443
Pocahontas (1995),48,Animation|Children's|Musical|Romance,2.9764397905759163
Condition Red (1995),624,Action|Drama|Thriller,4.0
Born American (1986),3443,Action|Drama|Thriller,3.8
Smilla's Sense of Snow (1997),1480,Action|Drama|Thriller,3.279245283018868
Outbreak (1995),292,Action|Drama|Thriller,3.2687585266030013
Mercury Rising (1998),1833,Action|Drama|Thriller,3.003787878787879
Fire Down Below (1997),1626,Action|Drama|Thriller,2.5185185185185186
Get Carter (2000),3946,Action|Drama|Thriller,2.26
Tough and Deadly (1995),591,Action|Drama|Thriller,2.0
"Muppet Movie, The (1979)",3396,Children's|Comedy,3.8561827956989245
"Great Muppet Caper, The (1981)",3397,Children's|Comedy,3.7374301675977653
"Muppets Take Manhattan, The (1984)",3398,Children's|Comedy,3.504398826979472
Matilda (1996),837,Children's|Comedy,3.477064220183486
Babe: Pig in the City (1998),2384,Children's|Comedy,3.2906309751434035
"Love Bug, The (1969)",1010,Children's|Comedy,3.268595041322314
"Shaggy Dog, The (1959)",1016,Children's|Comedy,3.217948717948718
Freaky Friday (1977),2014,Children's|Comedy,3.1777777777777776
Muppets From Space (1999),2709,Children's|Comedy,3.1767241379310347
Madeline (1998),1919,Children's|Comedy,3.1724137931034484
"Hour of the Pig, The (1993)",578,Drama|Mystery,4.5
"Conversation, The (1974)",3730,Drama|Mystery,4.249448123620309
Anatomy of a Murder (1959),3801,Drama|Mystery,4.231155778894473
In the Heat of the Night (1967),1950,Drama|Mystery,4.129310344827586
Lone Star (1996),800,Drama|Mystery,4.082539682539682
"Red Violin, The (Le Violon rouge) (1998)",2686,Drama|Mystery,3.9622641509433962
Picnic at Hanging Rock (1975),1913,Drama|Mystery,3.8263473053892216
Blowup (1966),3788,Drama|Mystery,3.8089430894308944
Klute (1971),1964,Drama|Mystery,3.80794701986755
Blue Velvet (1986),2076,Drama|Mystery,3.7629969418960245
Pi (1998),1921,Sci-Fi|Thriller,3.7911908646003263
Soylent Green (1973),2009,Sci-Fi|Thriller,3.518957345971564
Cube (1997),2232,Sci-Fi|Thriller,3.467811158798283
"Stepford Wives, The (1975)",2346,Sci-Fi|Thriller,3.3066666666666666
"Cell, The (2000)",3863,Sci-Fi|Thriller,3.2613981762917934
Quatermass II (1957),3659,Sci-Fi|Thriller,3.210526315789474
Retroactive (1997),3474,Sci-Fi|Thriller,3.1875
Runaway (1984),3937,Sci-Fi|Thriller,2.9407407407407407
Mimic (1997),1603,Sci-Fi|Thriller,2.925287356321839
Virtuosity (1995),338,Sci-Fi|Thriller,2.8823529411764706
From Dusk Till Dawn (1996),70,Action|Comedy|Crime|Horror|Thriller,3.1564551422319473
Nashville (1975),2303,Drama|Musical,3.92
Dancer in the Dark (2000),3910,Drama|Musical,3.82
"Misérables, Les (1995)",73,Drama|Musical,3.8169642857142856
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",199,Drama|Musical,3.8119658119658117
Backbeat (1993),346,Drama|Musical,3.525
Farinelli: il castrato (1994),242,Drama|Musical,3.5
"Doors, The (1991)",1093,Drama|Musical,3.4073529411764705
Evita (1996),1416,Drama|Musical,3.25531914893617
King Creole (1958),3605,Drama|Musical,3.0980392156862746
Selena (1997),1487,Drama|Musical,3.067901234567901
Atlantic City (1980),2130,Crime|Drama|Romance,3.8322368421052633
"Thieves (Voleurs, Les) (1996)",1415,Crime|Drama|Romance,3.5555555555555554
Things to Do in Denver when You're Dead (1995),81,Crime|Drama|Romance,3.1626506024096384
Dersu Uzala (1974),3470,Adventure|Drama,4.326086956521739
Fitzcarraldo (1982),2970,Adventure|Drama,3.9591836734693877
"Old Man and the Sea, The (1958)",1085,Adventure|Drama,3.7786259541984735
Easy Rider (1969),3168,Adventure|Drama,3.7711340206185566
Squanto: A Warrior's Tale (1994),2101,Adventure|Drama,3.533333333333333
White Squall (1996),86,Adventure|Drama,3.3940677966101696
"War, The (1994)",340,Adventure|Drama,3.2738095238095237
Passion in the Desert (1998),1899,Adventure|Drama,3.2
"Beach, The (2000)",3285,Adventure|Drama,2.702127659574468
Male and Female (1919),2821,Adventure|Drama,2.6666666666666665
"Killer, The (Die xue shuang xiong) (1989)",1218,Action|Thriller,4.19672131147541
Die Hard (1988),1036,Action|Thriller,4.121848739495798
"Fugitive, The (1993)",457,Action|Thriller,4.103258145363409
"Hunt for Red October, The (1990)",1610,Action|Thriller,4.052058111380146
In the Line of Fire (1993),474,Action|Thriller,3.825102880658436
Patriot Games (1992),3256,Action|Thriller,3.75
"Mariachi, El (1992)",3267,Action|Thriller,3.6873706004140785
Enemy of the State (1998),2353,Action|Thriller,3.687246963562753
"Thomas Crown Affair, The (1999)",2763,Action|Thriller,3.6418732782369148
"Negotiator, The (1998)",2058,Action|Thriller,3.6082603254067585
Muppet Treasure Island (1996),107,Adventure|Children's|Comedy|Musical,3.1484375
Saving Private Ryan (1998),2028,Action|Drama|War,4.337353938937053
"Boat, The (Das Boot) (1981)",1233,Action|Drama|War,4.302697302697303
Braveheart (1995),110,Action|Drama|War,4.234957020057307
Glory (1989),1242,Action|Drama|War,4.193345323741007
Full Metal Jacket (1987),1222,Action|Drama|War,4.110845295055821
"Longest Day, The (1962)",3062,Action|Drama|War,3.971590909090909
"Guns of Navarone, The (1961)",3654,Action|Drama|War,3.9641434262948207
"Patriot, The (2000)",3753,Action|Drama|War,3.7451612903225806
"Fighting Seabees, The (1944)",3643,Action|Drama|War,3.4356435643564356
Flying Tigers (1942),3628,Action|Drama|War,3.4158415841584158
Rumble in the Bronx (1995),112,Action|Adventure|Crime,3.443859649122807
Cliffhanger (1993),434,Action|Adventure|Crime,3.0845481049562684
Batman & Robin (1997),1562,Action|Adventure|Crime,2.257425742574257
Lured (1947),3656,Crime,5.0
Clean Slate (Coup de Torchon) (1981),681,Crime,3.933333333333333
"Long Goodbye, The (1973)",2511,Crime,3.8658536585365852
Go (1999),2580,Crime,3.854771784232365
Freeway (1996),1034,Crime,3.6449704142011834
"Young Poisoner's Handbook, The (1995)",117,Crime,3.632911392405063
"General, The (1998)",2425,Crime,3.6206896551724137
Monument Ave. (1998),2281,Crime,3.4545454545454546
Clay Pigeons (1998),2280,Crime,3.432
Gridlock'd (1997),1447,Crime,3.36734693877551
Chungking Express (1994),123,Drama|Mystery|Romance,3.869565217391304
Sommersby (1993),2875,Drama|Mystery|Romance,3.2577319587628866
Flesh and Bone (1993),451,Drama|Mystery|Romance,3.150943396226415
Lulu on the Bridge (1998),2873,Drama|Mystery|Romance,2.6818181818181817
Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),2019,Action|Drama,4.560509554140127
Gladiator (2000),3578,Action|Drama,4.106029106029106
Target (1995),139,Action|Drama,4.0
Heaven's Burning (1997),1832,Action|Drama,4.0
Men With Guns (1997),1788,Action|Drama,3.956043956043956
Rocky (1976),1954,Action|Drama,3.9433126660761735
"Night to Remember, A (1958)",3405,Action|Drama,3.875
Thelma & Louise (1991),3418,Action|Drama,3.6803105151729003
Romper Stomper (1992),522,Action|Drama,3.566265060240964
"Perfect World, A (1993)",507,Action|Drama,3.522727272727273
Casablanca (1942),912,Drama|Romance|War,4.412822049131217
From Here to Eternity (1953),1944,Drama|Romance|War,4.096153846153846
Doctor Zhivago (1965),2067,Drama|Romance|War,4.065602836879433
Gone with the Wind (1939),920,Drama|Romance|War,3.9974048442906573
Wings (1927),1925,Drama|Romance|War,3.888888888888889
"Crying Game, The (1992)",1094,Drama|Romance|War,3.7314890154597236
"Colonel Chabert, Le (1994)",389,Drama|Romance|War,3.7
"English Patient, The (1996)",1183,Drama|Romance|War,3.609706774519717
Rob Roy (1995),151,Drama|Romance|War,3.588447653429603
Ride with the Devil (1999),3117,Drama|Romance|War,3.3013698630136985
"Baby, The (1973)",3280,Horror,5.0
"Shining, The (1980)",1258,Horror,4.104875804967802
"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",1348,Horror,3.991596638655462
Frankenstein (1931),2648,Horror,3.9753694581280787
"Exorcist, The (1973)",1997,Horror,3.9559322033898305
Bride of Frankenstein (1935),1340,Horror,3.912037037037037
"Birds, The (1963)",1333,Horror,3.882673942701228
Dracula (1931),2644,Horror,3.827731092436975
Misery (1990),3499,Horror,3.82579185520362
"Wolf Man, The (1941)",2654,Horror,3.7611940298507465
Midnight Run (1988),3104,Action|Adventure|Comedy|Crime,3.8562091503267975
Batman Returns (1992),1377,Action|Adventure|Comedy|Crime,2.9767216294859358
Batman Forever (1995),153,Action|Adventure|Comedy|Crime,2.642213642213642
Duck Soup (1933),1256,Comedy|War,4.21043771043771
M*A*S*H (1970),1294,Comedy|War,4.124658780709736
Bananas (1971),1078,Comedy|War,3.836021505376344
Mediterraneo (1991),1184,Comedy|War,3.802197802197802
And the Ship Sails On (E la nave va) (1984),2897,Comedy|War,3.25
How I Won the War (1967),3049,Comedy|War,3.2432432432432434
Canadian Bacon (1994),157,Comedy|War,2.732620320855615
In the Army Now (1994),473,Comedy|War,2.225165562913907
McHale's Navy (1997),1445,Comedy|War,2.173076923076923
Congo (1995),160,Action|Adventure|Mystery|Sci-Fi,2.2389380530973453
Lifeboat (1944),2202,Drama|Thriller|War,3.943661971830986
Crimson Tide (1995),161,Drama|Thriller|War,3.723684210526316
Speed (1994),377,Action|Romance|Thriller,3.5654545454545454
Desperado (1995),163,Action|Romance|Thriller,3.4574074074074073
"Crow, The (1994)",353,Action|Romance|Thriller,3.4455040871934606
Tomorrow Never Dies (1997),1722,Action|Romance|Thriller,3.4419953596287702
"Saint, The (1997)",1479,Action|Romance|Thriller,3.197158081705151
Tequila Sunrise (1988),2802,Action|Romance|Thriller,3.088235294117647
Speed 2: Cruise Control (1997),1556,Action|Romance|Thriller,1.8719346049046321
L.A. Confidential (1997),1617,Crime|Film-Noir|Mystery|Thriller,4.219405594405594
Devil in a Blue Dress (1995),164,Crime|Film-Noir|Mystery|Thriller,3.5672823218997363
First Knight (1995),168,Action|Adventure|Drama|Romance,2.9502762430939224
Mighty Joe Young (1949),2430,Adventure|Children's|Drama,3.111111111111111
Buddy (1997),1551,Adventure|Children's|Drama,2.8333333333333335
Mighty Joe Young (1998),2429,Adventure|Children's|Drama,2.827777777777778
Free Willy (1993),455,Adventure|Children's|Drama,2.5894736842105264
Free Willy 2: The Adventure Home (1995),169,Adventure|Children's|Drama,2.017699115044248
Free Willy 3: The Rescue (1997),1595,Adventure|Children's|Drama,1.7384615384615385
"Matrix, The (1999)",2571,Action|Sci-Fi|Thriller,4.315830115830116
"Terminator, The (1984)",1240,Action|Sci-Fi|Thriller,4.152049571020019
Terminator 2: Judgment Day (1991),589,Action|Sci-Fi|Thriller,4.058512646281616
Predator (1987),3527,Action|Sci-Fi|Thriller,3.653816499614495
Face/Off (1997),1573,Action|Sci-Fi|Thriller,3.4011259676284307
eXistenZ (1999),2600,Action|Sci-Fi|Thriller,3.2560975609756095
"Arrival, The (1996)",748,Action|Sci-Fi|Thriller,3.1510791366906474
Nemesis 2: Nebula (1995),286,Action|Sci-Fi|Thriller,3.0
